
ligne,position,substring,pattern,valeur,chiffres,sum
fivefourseven12sevenjmdhpjpeighteightwolzl,27,eighteightwolzl,eight,8,5 4 7 1 2 7 8,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,32,eightwolzl,eight,8,5 4 7 1 2 7 8 8,30611
1fmqcg3lponetwo9,0,1fmqcg3lponetwo9,1,1,1,30669
1fmqcg3lponetwo9,6,3lponetwo9,3,3,1 3,30669
1fmqcg3lponetwo9,9,onetwo9,one,1,1 3 1,30669
1fmqcg3lponetwo9,12,two9,two,2,1 3 1 2,30669
1fmqcg3lponetwo9,15,9,9,9,1 3 1 2 9,30669
tlgbv6fqpqbxskfdmqfour7,5,6fqpqbxskfdmqfour7,6,6,6,30688
tlgbv6fqpqbxskfdmqfour7,18,four7,four,4,6 4,30688
tlgbv6fqpqbxskfdmqfour7,22,7,7,7,6 4 7,30688
9hqbtt6sevenfour5pfgjktbjhzr,0,9hqbtt6sevenfour5pfgjktbjhzr,9,9,9,30755
9hqbtt6sevenfour5pfgjktbjhzr,6,6sevenfour5pfgjktbjhzr,6,6,9 6,30755
9hqbtt6sevenfour5pfgjktbjhzr,7,sevenfour5pfgjktbjhzr,seven,7,9 6 7,30755
9hqbtt6sevenfour5pfgjktbjhzr,12,four5pfgjktbjhzr,four,4,9 6 7 4,30755
9hqbtt6sevenfour5pfgjktbjhzr,16,5pfgjktbjhzr,5,5,9 6 7 4 5,30755
ljlfssmk8pbmdrzd,8,8pbmdrzd,8,8,8,30850
ffmthzmtwo67fourfivethreefive,7,two67fourfivethreefive,two,2,2,30938
ffmthzmtwo67fourfivethreefive,10,67fourfivethreefive,6,6,2 6,30938
ffmthzmtwo67fourfivethreefive,11,7fourfivethreefive,7,7,2 6 7,30938
ffmthzmtwo67fourfivethreefive,12,fourfivethreefive,four,4,2 6 7 4,30938
ffmthzmtwo67fourfivethreefive,16,fivethreefive,five,5,2 6 7 4 5,30938
ffmthzmtwo67fourfivethreefive,20,threefive,three,3,2 6 7 4 5 3,30938
ffmthzmtwo67fourfivethreefive,25,five,five,5,2 6 7 4 5 3 5,30938
kjrnrgqfseven2mtcgtwo,8,seven2mtcgtwo,seven,7,7,30963
kjrnrgqfseven2mtcgtwo,13,2mtcgtwo,2,2,7 2,30963
kjrnrgqfseven2mtcgtwo,18,two,two,2,7 2 2,30963
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,3,eightwofiveeight3rdtxkfvtwoldvxcdm1,eight,8,8,31035
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,10,fiveeight3rdtxkfvtwoldvxcdm1,five,5,8 5,31035
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,14,eight3rdtxkfvtwoldvxcdm1,eight,8,8 5 8,31035
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,19,3rdtxkfvtwoldvxcdm1,3,3,8 5 8 3,31035
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,27,twoldvxcdm1,two,2,8 5 8 3 2,31035
hkgeightwofiveeight3rdtxkfvtwoldvxcdm1,37,1,1,1,8 5 8 3 2 1,31035
seven72k52,0,seven72k52,seven,7,7,31116
seven72k52,5,72k52,7,7,7 7,31116
seven72k52,6,2k52,2,2,7 7 2,31116
seven72k52,8,52,5,5,7 7 2 5,31116
seven72k52,9,2,2,2,7 7 2 5 2,31116
xnqf8two7,4,8two7,8,8,8,31188
xnqf8two7,5,two7,two,2,8 2,31188
xnqf8two7,8,7,7,7,8 2 7,31188
sixone5two3,0,sixone5two3,six,6,6,31275
sixone5two3,3,one5two3,one,1,6 1,31275
sixone5two3,6,5two3,5,5,6 1 5,31275
sixone5two3,7,two3,two,2,6 1 5 2,31275
sixone5two3,10,3,3,3,6 1 5 2 3,31275
5eighteight5bsxlgbrpjh,0,5eighteight5bsxlgbrpjh,5,5,5,31338
5eighteight5bsxlgbrpjh,1,eighteight5bsxlgbrpjh,eight,8,5 8,31338
5eighteight5bsxlgbrpjh,6,eight5bsxlgbrpjh,eight,8,5 8 8,31338
5eighteight5bsxlgbrpjh,11,5bsxlgbrpjh,5,5,5 8 8 5,31338
dzgngckszf8fivekpjdbfl7cxprlclfiveseven,10,8fivekpjdbfl7cxprlclfiveseven,8,8,8,31393
dzgngckszf8fivekpjdbfl7cxprlclfiveseven,11,fivekpjdbfl7cxprlclfiveseven,five,5,8 5,31393
dzgngckszf8fivekpjdbfl7cxprlclfiveseven,22,7cxprlclfiveseven,7,7,8 5 7,31393
dzgngckszf8fivekpjdbfl7cxprlclfiveseven,30,fiveseven,five,5,8 5 7 5,31393
dzgngckszf8fivekpjdbfl7cxprlclfiveseven,34,seven,seven,7,8 5 7 5 7,31393
threesixthreepmglrtrvxkrzzkq59,0,threesixthreepmglrtrvxkrzzkq59,three,3,3,31480
threesixthreepmglrtrvxkrzzkq59,5,sixthreepmglrtrvxkrzzkq59,six,6,3 6,31480
threesixthreepmglrtrvxkrzzkq59,8,threepmglrtrvxkrzzkq59,three,3,3 6 3,31480
threesixthreepmglrtrvxkrzzkq59,28,59,5,5,3 6 3 5,31480
threesixthreepmglrtrvxkrzzkq59,29,9,9,9,3 6 3 5 9,31480
fivenine1eight7nine,0,fivenine1eight7nine,five,5,5,31519
fivenine1eight7nine,4,nine1eight7nine,nine,9,5 9,31519
fivenine1eight7nine,8,1eight7nine,1,1,5 9 1,31519
fivenine1eight7nine,9,eight7nine,eight,8,5 9 1 8,31519
fivenine1eight7nine,14,7nine,7,7,5 9 1 8 7,31519
fivenine1eight7nine,15,nine,nine,9,5 9 1 8 7 9,31519
9mljfqfjxhzone548,0,9mljfqfjxhzone548,9,9,9,31578
9mljfqfjxhzone548,11,one548,one,1,9 1,31578
9mljfqfjxhzone548,14,548,5,5,9 1 5,31578
9mljfqfjxhzone548,15,48,4,4,9 1 5 4,31578
9mljfqfjxhzone548,16,8,8,8,9 1 5 4 8,31578
7soneightpkz,0,7soneightpkz,7,7,7,31676
7soneightpkz,2,oneightpkz,one,1,7 1,31676
6qq64gfscshkthh8eightsgcmpstwo,0,6qq64gfscshkthh8eightsgcmpstwo,6,6,6,31747
6qq64gfscshkthh8eightsgcmpstwo,3,64gfscshkthh8eightsgcmpstwo,6,6,6 6,31747
6qq64gfscshkthh8eightsgcmpstwo,4,4gfscshkthh8eightsgcmpstwo,4,4,6 6 4,31747
6qq64gfscshkthh8eightsgcmpstwo,15,8eightsgcmpstwo,8,8,6 6 4 8,31747
6qq64gfscshkthh8eightsgcmpstwo,16,eightsgcmpstwo,eight,8,6 6 4 8 8,31747
6qq64gfscshkthh8eightsgcmpstwo,27,two,two,2,6 6 4 8 8 2,31747
dsrvbxvgjf8,10,8,8,8,8,31809
7zzndrkdkmeight3zhgnpgfmrnine,0,7zzndrkdkmeight3zhgnpgfmrnine,7,7,7,31897
7zzndrkdkmeight3zhgnpgfmrnine,10,eight3zhgnpgfmrnine,eight,8,7 8,31897
7zzndrkdkmeight3zhgnpgfmrnine,15,3zhgnpgfmrnine,3,3,7 8 3,31897
7zzndrkdkmeight3zhgnpgfmrnine,25,nine,nine,9,7 8 3 9,31897
7sixzqmthree5frgxzlkm,0,7sixzqmthree5frgxzlkm,7,7,7,31976
7sixzqmthree5frgxzlkm,1,sixzqmthree5frgxzlkm,six,6,7 6,31976
7sixzqmthree5frgxzlkm,7,three5frgxzlkm,three,3,7 6 3,31976
7sixzqmthree5frgxzlkm,12,5frgxzlkm,5,5,7 6 3 5,31976
3threefivefbplhjtwo,0,3threefivefbplhjtwo,3,3,3,32051
3threefivefbplhjtwo,1,threefivefbplhjtwo,three,3,3 3,32051
3threefivefbplhjtwo,6,fivefbplhjtwo,five,5,3 3 5,32051
3threefivefbplhjtwo,16,two,two,2,3 3 5 2,32051
rspdqldldtsr7seven7tzzhcbghtr,12,7seven7tzzhcbghtr,7,7,7,32083
rspdqldldtsr7seven7tzzhcbghtr,13,seven7tzzhcbghtr,seven,7,7 7,32083
rspdqldldtsr7seven7tzzhcbghtr,18,7tzzhcbghtr,7,7,7 7 7,32083
1sevenfivejrlzn,0,1sevenfivejrlzn,1,1,1,32160
1sevenfivejrlzn,1,sevenfivejrlzn,seven,7,1 7,32160
1sevenfivejrlzn,6,fivejrlzn,five,5,1 7 5,32160
threeeight3cjjmr5,0,threeeight3cjjmr5,three,3,3,32175
threeeight3cjjmr5,5,eight3cjjmr5,eight,8,3 8,32175
threeeight3cjjmr5,10,3cjjmr5,3,3,3 8 3,32175
threeeight3cjjmr5,16,5,5,5,3 8 3 5,32175
858shrxcprbzjpblfmqpxxgqsjcvr1one,0,858shrxcprbzjpblfmqpxxgqsjcvr1one,8,8,8,32210
858shrxcprbzjpblfmqpxxgqsjcvr1one,1,58shrxcprbzjpblfmqpxxgqsjcvr1one,5,5,8 5,32210
858shrxcprbzjpblfmqpxxgqsjcvr1one,2,8shrxcprbzjpblfmqpxxgqsjcvr1one,8,8,8 5 8,32210
858shrxcprbzjpblfmqpxxgqsjcvr1one,29,1one,1,1,8 5 8 1,32210
858shrxcprbzjpblfmqpxxgqsjcvr1one,30,one,one,1,8 5 8 1 1,32210
zsttpjninezbkxnvzcdhxhprmrxnrqmvl9,6,ninezbkxnvzcdhxhprmrxnrqmvl9,nine,9,9,32291
zsttpjninezbkxnvzcdhxhprmrxnrqmvl9,33,9,9,9,9 9,32291
eightfivefour99seven9vlchs,0,eightfivefour99seven9vlchs,eight,8,8,32390
eightfivefour99seven9vlchs,5,fivefour99seven9vlchs,five,5,8 5,32390
eightfivefour99seven9vlchs,9,four99seven9vlchs,four,4,8 5 4,32390
eightfivefour99seven9vlchs,13,99seven9vlchs,9,9,8 5 4 9,32390
eightfivefour99seven9vlchs,14,9seven9vlchs,9,9,8 5 4 9 9,32390
eightfivefour99seven9vlchs,15,seven9vlchs,seven,7,8 5 4 9 9 7,32390
eightfivefour99seven9vlchs,20,9vlchs,9,9,8 5 4 9 9 7 9,32390
four1dpgsptmvvqsb,0,four1dpgsptmvvqsb,four,4,4,32479
four1dpgsptmvvqsb,4,1dpgsptmvvqsb,1,1,4 1,32479
rzbvrst5rone5,7,5rone5,5,5,5,32520
rzbvrst5rone5,9,one5,one,1,5 1,32520
rzbvrst5rone5,12,5,5,5,5 1 5,32520
7eighttwo4sixthreebgpskqdkq99,0,7eighttwo4sixthreebgpskqdkq99,7,7,7,32575
7eighttwo4sixthreebgpskqdkq99,1,eighttwo4sixthreebgpskqdkq99,eight,8,7 8,32575
7eighttwo4sixthreebgpskqdkq99,6,two4sixthreebgpskqdkq99,two,2,7 8 2,32575
7eighttwo4sixthreebgpskqdkq99,9,4sixthreebgpskqdkq99,4,4,7 8 2 4,32575
7eighttwo4sixthreebgpskqdkq99,10,sixthreebgpskqdkq99,six,6,7 8 2 4 6,32575
7eighttwo4sixthreebgpskqdkq99,13,threebgpskqdkq99,three,3,7 8 2 4 6 3,32575
7eighttwo4sixthreebgpskqdkq99,27,99,9,9,7 8 2 4 6 3 9,32575
7eighttwo4sixthreebgpskqdkq99,28,9,9,9,7 8 2 4 6 3 9 9,32575
vskgbh1pj,6,1pj,1,1,1,32654
4vpsznm4nine,0,4vpsznm4nine,4,4,4,32665
4vpsznm4nine,7,4nine,4,4,4 4,32665
4vpsznm4nine,8,nine,nine,9,4 4 9,32665
onemplzkfckh7pdlqrbeight,0,onemplzkfckh7pdlqrbeight,one,1,1,32714
onemplzkfckh7pdlqrbeight,12,7pdlqrbeight,7,7,1 7,32714
onemplzkfckh7pdlqrbeight,19,eight,eight,8,1 7 8,32714
6fourkrxslrpqdsthree9eightczfkk,0,6fourkrxslrpqdsthree9eightczfkk,6,6,6,32732
6fourkrxslrpqdsthree9eightczfkk,1,fourkrxslrpqdsthree9eightczfkk,four,4,6 4,32732
6fourkrxslrpqdsthree9eightczfkk,15,three9eightczfkk,three,3,6 4 3,32732
6fourkrxslrpqdsthree9eightczfkk,20,9eightczfkk,9,9,6 4 3 9,32732
6fourkrxslrpqdsthree9eightczfkk,21,eightczfkk,eight,8,6 4 3 9 8,32732
2xbmjgjfour5four4four,0,2xbmjgjfour5four4four,2,2,2,32800
2xbmjgjfour5four4four,7,four5four4four,four,4,2 4,32800
2xbmjgjfour5four4four,11,5four4four,5,5,2 4 5,32800
2xbmjgjfour5four4four,12,four4four,four,4,2 4 5 4,32800
2xbmjgjfour5four4four,16,4four,4,4,2 4 5 4 4,32800
2xbmjgjfour5four4four,17,four,four,4,2 4 5 4 4 4,32800
fpckvttjznoneptkmtbtgsg12knbzkxgsr68,10,oneptkmtbtgsg12knbzkxgsr68,one,1,1,32824
fpckvttjznoneptkmtbtgsg12knbzkxgsr68,23,12knbzkxgsr68,1,1,1 1,32824
fpckvttjznoneptkmtbtgsg12knbzkxgsr68,24,2knbzkxgsr68,2,2,1 1 2,32824
fpckvttjznoneptkmtbtgsg12knbzkxgsr68,34,68,6,6,1 1 2 6,32824
fpckvttjznoneptkmtbtgsg12knbzkxgsr68,35,8,8,8,1 1 2 6 8,32824
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,0,twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,two,2,2,32842
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,13,twoqzpdcrcfkplklthree3fourfour,two,2,2 2,32842
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,29,three3fourfour,three,3,2 2 3,32842
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,34,3fourfour,3,3,2 2 3 3,32842
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,35,fourfour,four,4,2 2 3 3 4,32842
twoxmjmqdfxjptwoqzpdcrcfkplklthree3fourfour,39,four,four,4,2 2 3 3 4 4,32842
8sixnine,0,8sixnine,8,8,8,32866
8sixnine,1,sixnine,six,6,8 6,32866
8sixnine,4,nine,nine,9,8 6 9,32866
l6,1,6,6,6,6,32955
rpskpftttthree2bthreeeight5three,9,three2bthreeeight5three,three,3,3,33021
rpskpftttthree2bthreeeight5three,14,2bthreeeight5three,2,2,3 2,33021
rpskpftttthree2bthreeeight5three,16,threeeight5three,three,3,3 2 3,33021
rpskpftttthree2bthreeeight5three,21,eight5three,eight,8,3 2 3 8,33021
rpskpftttthree2bthreeeight5three,26,5three,5,5,3 2 3 8 5,33021
rpskpftttthree2bthreeeight5three,27,three,three,3,3 2 3 8 5 3,33021
five28fivedpf82eight3eightwoqnl,0,five28fivedpf82eight3eightwoqnl,five,5,5,33054
five28fivedpf82eight3eightwoqnl,4,28fivedpf82eight3eightwoqnl,2,2,5 2,33054
five28fivedpf82eight3eightwoqnl,5,8fivedpf82eight3eightwoqnl,8,8,5 2 8,33054
five28fivedpf82eight3eightwoqnl,6,fivedpf82eight3eightwoqnl,five,5,5 2 8 5,33054
five28fivedpf82eight3eightwoqnl,13,82eight3eightwoqnl,8,8,5 2 8 5 8,33054
five28fivedpf82eight3eightwoqnl,14,2eight3eightwoqnl,2,2,5 2 8 5 8 2,33054
five28fivedpf82eight3eightwoqnl,15,eight3eightwoqnl,eight,8,5 2 8 5 8 2 8,33054
five28fivedpf82eight3eightwoqnl,20,3eightwoqnl,3,3,5 2 8 5 8 2 8 3,33054
five28fivedpf82eight3eightwoqnl,21,eightwoqnl,eight,8,5 2 8 5 8 2 8 3 8,33054
lgdgpnrn7mklfpcggninefivejvsix,8,7mklfpcggninefivejvsix,7,7,7,33112
lgdgpnrn7mklfpcggninefivejvsix,17,ninefivejvsix,nine,9,7 9,33112
lgdgpnrn7mklfpcggninefivejvsix,21,fivejvsix,five,5,7 9 5,33112
lgdgpnrn7mklfpcggninefivejvsix,27,six,six,6,7 9 5 6,33112
vtdpfp21p,6,21p,2,2,2,33188
vtdpfp21p,7,1p,1,1,2 1,33188
fivefourlnbjf8,0,fivefourlnbjf8,five,5,5,33209
fivefourlnbjf8,4,fourlnbjf8,four,4,5 4,33209
fivefourlnbjf8,13,8,8,8,5 4 8,33209
bqnx98sqdpqeight1,4,98sqdpqeight1,9,9,9,33267
bqnx98sqdpqeight1,5,8sqdpqeight1,8,8,9 8,33267
bqnx98sqdpqeight1,11,eight1,eight,8,9 8 8,33267
bqnx98sqdpqeight1,16,1,1,1,9 8 8 1,33267
sevenghmdbgvninetwo57,0,sevenghmdbgvninetwo57,seven,7,7,33358
sevenghmdbgvninetwo57,12,ninetwo57,nine,9,7 9,33358
sevenghmdbgvninetwo57,16,two57,two,2,7 9 2,33358
sevenghmdbgvninetwo57,19,57,5,5,7 9 2 5,33358
sevenghmdbgvninetwo57,20,7,7,7,7 9 2 5 7,33358
jx9onetgbjjvhgqvqrstztbthree39,2,9onetgbjjvhgqvqrstztbthree39,9,9,9,33435
jx9onetgbjjvhgqvqrstztbthree39,3,onetgbjjvhgqvqrstztbthree39,one,1,9 1,33435
jx9onetgbjjvhgqvqrstztbthree39,23,three39,three,3,9 1 3,33435
jx9onetgbjjvhgqvqrstztbthree39,28,39,3,3,9 1 3 3,33435
jx9onetgbjjvhgqvqrstztbthree39,29,9,9,9,9 1 3 3 9,33435
ptgxlzrp858jkdzgkthreetqlr,8,858jkdzgkthreetqlr,8,8,8,33534
ptgxlzrp858jkdzgkthreetqlr,9,58jkdzgkthreetqlr,5,5,8 5,33534
ptgxlzrp858jkdzgkthreetqlr,10,8jkdzgkthreetqlr,8,8,8 5 8,33534
ptgxlzrp858jkdzgkthreetqlr,17,threetqlr,three,3,8 5 8 3,33534
2threebmjmzflthreebrzfxrfive,0,2threebmjmzflthreebrzfxrfive,2,2,2,33617
2threebmjmzflthreebrzfxrfive,1,threebmjmzflthreebrzfxrfive,three,3,2 3,33617
2threebmjmzflthreebrzfxrfive,13,threebrzfxrfive,three,3,2 3 3,33617
2threebmjmzflthreebrzfxrfive,24,five,five,5,2 3 3 5,33617
twoonekrkkbbjrfdbpx9,0,twoonekrkkbbjrfdbpx9,two,2,2,33642
twoonekrkkbbjrfdbpx9,3,onekrkkbbjrfdbpx9,one,1,2 1,33642
twoonekrkkbbjrfdbpx9,19,9,9,9,2 1 9,33642
43bf,0,43bf,4,4,4,33671
43bf,1,3bf,3,3,4 3,33671
eight5five1ninep8three,0,eight5five1ninep8three,eight,8,8,33714
eight5five1ninep8three,5,5five1ninep8three,5,5,8 5,33714
eight5five1ninep8three,6,five1ninep8three,five,5,8 5 5,33714
eight5five1ninep8three,10,1ninep8three,1,1,8 5 5 1,33714
eight5five1ninep8three,11,ninep8three,nine,9,8 5 5 1 9,33714
eight5five1ninep8three,16,8three,8,8,8 5 5 1 9 8,33714
eight5five1ninep8three,17,three,three,3,8 5 5 1 9 8 3,33714
fournqvnzhklffivexbxpd5dmshsx1,0,fournqvnzhklffivexbxpd5dmshsx1,four,4,4,33797
fournqvnzhklffivexbxpd5dmshsx1,13,fivexbxpd5dmshsx1,five,5,4 5,33797
fournqvnzhklffivexbxpd5dmshsx1,22,5dmshsx1,5,5,4 5 5,33797
fournqvnzhklffivexbxpd5dmshsx1,29,1,1,1,4 5 5 1,33797
fournineeight572,0,fournineeight572,four,4,4,33838
fournineeight572,4,nineeight572,nine,9,4 9,33838
fournineeight572,8,eight572,eight,8,4 9 8,33838
fournineeight572,13,572,5,5,4 9 8 5,33838
fournineeight572,14,72,7,7,4 9 8 5 7,33838
fournineeight572,15,2,2,2,4 9 8 5 7 2,33838
zx7kqgtqv,2,7kqgtqv,7,7,7,33880
1fivethreevkzvnn9five,0,1fivethreevkzvnn9five,1,1,1,33957
1fivethreevkzvnn9five,1,fivethreevkzvnn9five,five,5,1 5,33957
1fivethreevkzvnn9five,5,threevkzvnn9five,three,3,1 5 3,33957
1fivethreevkzvnn9five,16,9five,9,9,1 5 3 9,33957
1fivethreevkzvnn9five,17,five,five,5,1 5 3 9 5,33957
5rjjcz3sixninesixkrjnblg9pnnhzkjd,0,5rjjcz3sixninesixkrjnblg9pnnhzkjd,5,5,5,33972
5rjjcz3sixninesixkrjnblg9pnnhzkjd,6,3sixninesixkrjnblg9pnnhzkjd,3,3,5 3,33972
5rjjcz3sixninesixkrjnblg9pnnhzkjd,7,sixninesixkrjnblg9pnnhzkjd,six,6,5 3 6,33972
5rjjcz3sixninesixkrjnblg9pnnhzkjd,10,ninesixkrjnblg9pnnhzkjd,nine,9,5 3 6 9,33972
5rjjcz3sixninesixkrjnblg9pnnhzkjd,14,sixkrjnblg9pnnhzkjd,six,6,5 3 6 9 6,33972
5rjjcz3sixninesixkrjnblg9pnnhzkjd,24,9pnnhzkjd,9,9,5 3 6 9 6 9,33972
97sevencplhfngjpc8four,0,97sevencplhfngjpc8four,9,9,9,34031
97sevencplhfngjpc8four,1,7sevencplhfngjpc8four,7,7,9 7,34031
97sevencplhfngjpc8four,2,sevencplhfngjpc8four,seven,7,9 7 7,34031
97sevencplhfngjpc8four,17,8four,8,8,9 7 7 8,34031
97sevencplhfngjpc8four,18,four,four,4,9 7 7 8 4,34031
onenjgphpfqr8oneninefvhzcpmdmbsix,0,onenjgphpfqr8oneninefvhzcpmdmbsix,one,1,1,34125
onenjgphpfqr8oneninefvhzcpmdmbsix,12,8oneninefvhzcpmdmbsix,8,8,1 8,34125
onenjgphpfqr8oneninefvhzcpmdmbsix,13,oneninefvhzcpmdmbsix,one,1,1 8 1,34125
onenjgphpfqr8oneninefvhzcpmdmbsix,16,ninefvhzcpmdmbsix,nine,9,1 8 1 9,34125
onenjgphpfqr8oneninefvhzcpmdmbsix,30,six,six,6,1 8 1 9 6,34125
threefiveone2snbmscbmkxlcqqqcggflvcgjrnt,0,threefiveone2snbmscbmkxlcqqqcggflvcgjrnt,three,3,3,34141
threefiveone2snbmscbmkxlcqqqcggflvcgjrnt,5,fiveone2snbmscbmkxlcqqqcggflvcgjrnt,five,5,3 5,34141
threefiveone2snbmscbmkxlcqqqcggflvcgjrnt,9,one2snbmscbmkxlcqqqcggflvcgjrnt,one,1,3 5 1,34141
threefiveone2snbmscbmkxlcqqqcggflvcgjrnt,12,2snbmscbmkxlcqqqcggflvcgjrnt,2,2,3 5 1 2,34141
pzzhl5,5,5,5,5,5,34173
xfour2mltvkkclcrzptdfldgone,1,four2mltvkkclcrzptdfldgone,four,4,4,34228
xfour2mltvkkclcrzptdfldgone,5,2mltvkkclcrzptdfldgone,2,2,4 2,34228
xfour2mltvkkclcrzptdfldgone,24,one,one,1,4 2 1,34228
4llllgkdft1sdsixeighttsbxtg,0,4llllgkdft1sdsixeighttsbxtg,4,4,4,34269
4llllgkdft1sdsixeighttsbxtg,10,1sdsixeighttsbxtg,1,1,4 1,34269
4llllgkdft1sdsixeighttsbxtg,13,sixeighttsbxtg,six,6,4 1 6,34269
4llllgkdft1sdsixeighttsbxtg,16,eighttsbxtg,eight,8,4 1 6 8,34269
3onesevencrrkrdlbg5,0,3onesevencrrkrdlbg5,3,3,3,34317
3onesevencrrkrdlbg5,1,onesevencrrkrdlbg5,one,1,3 1,34317
3onesevencrrkrdlbg5,4,sevencrrkrdlbg5,seven,7,3 1 7,34317
3onesevencrrkrdlbg5,18,5,5,5,3 1 7 5,34317
7eight6fcfive,0,7eight6fcfive,7,7,7,34352
7eight6fcfive,1,eight6fcfive,eight,8,7 8,34352
7eight6fcfive,6,6fcfive,6,6,7 8 6,34352
7eight6fcfive,9,five,five,5,7 8 6 5,34352
xbpzhnp6threetwodflsfr,7,6threetwodflsfr,6,6,6,34427
xbpzhnp6threetwodflsfr,8,threetwodflsfr,three,3,6 3,34427
xbpzhnp6threetwodflsfr,13,twodflsfr,two,2,6 3 2,34427
lfkjqcvvlcpxbvp8dnnxrjzklj2strggkjxzkncs,15,8dnnxrjzklj2strggkjxzkncs,8,8,8,34489
lfkjqcvvlcpxbvp8dnnxrjzklj2strggkjxzkncs,26,2strggkjxzkncs,2,2,8 2,34489
8one2xqjdnine,0,8one2xqjdnine,8,8,8,34571
8one2xqjdnine,1,one2xqjdnine,one,1,8 1,34571
8one2xqjdnine,4,2xqjdnine,2,2,8 1 2,34571
8one2xqjdnine,9,nine,nine,9,8 1 2 9,34571
ninecdcql828four,0,ninecdcql828four,nine,9,9,34660
ninecdcql828four,9,828four,8,8,9 8,34660
ninecdcql828four,10,28four,2,2,9 8 2,34660
ninecdcql828four,11,8four,8,8,9 8 2 8,34660
ninecdcql828four,12,four,four,4,9 8 2 8 4,34660
pbfg1sbfxcjvthreesevenhzdtwohnxdoneightsb,4,1sbfxcjvthreesevenhzdtwohnxdoneightsb,1,1,1,34754
pbfg1sbfxcjvthreesevenhzdtwohnxdoneightsb,12,threesevenhzdtwohnxdoneightsb,three,3,1 3,34754
pbfg1sbfxcjvthreesevenhzdtwohnxdoneightsb,17,sevenhzdtwohnxdoneightsb,seven,7,1 3 7,34754
pbfg1sbfxcjvthreesevenhzdtwohnxdoneightsb,25,twohnxdoneightsb,two,2,1 3 7 2,34754
pbfg1sbfxcjvthreesevenhzdtwohnxdoneightsb,32,oneightsb,one,1,1 3 7 2 1,34754
1fbcmzflvkhrkkj3veightonetwo,0,1fbcmzflvkhrkkj3veightonetwo,1,1,1,34765
1fbcmzflvkhrkkj3veightonetwo,15,3veightonetwo,3,3,1 3,34765
1fbcmzflvkhrkkj3veightonetwo,17,eightonetwo,eight,8,1 3 8,34765
1fbcmzflvkhrkkj3veightonetwo,22,onetwo,one,1,1 3 8 1,34765
1fbcmzflvkhrkkj3veightonetwo,25,two,two,2,1 3 8 1 2,34765
4threethree632fourzqczbxz,0,4threethree632fourzqczbxz,4,4,4,34777
4threethree632fourzqczbxz,1,threethree632fourzqczbxz,three,3,4 3,34777
4threethree632fourzqczbxz,6,three632fourzqczbxz,three,3,4 3 3,34777
4threethree632fourzqczbxz,11,632fourzqczbxz,6,6,4 3 3 6,34777
4threethree632fourzqczbxz,12,32fourzqczbxz,3,3,4 3 3 6 3,34777
4threethree632fourzqczbxz,13,2fourzqczbxz,2,2,4 3 3 6 3 2,34777
4threethree632fourzqczbxz,14,fourzqczbxz,four,4,4 3 3 6 3 2 4,34777
1sevenfour38,0,1sevenfour38,1,1,1,34821
1sevenfour38,1,sevenfour38,seven,7,1 7,34821
1sevenfour38,6,four38,four,4,1 7 4,34821
1sevenfour38,10,38,3,3,1 7 4 3,34821
1sevenfour38,11,8,8,8,1 7 4 3 8,34821
mlrjnpd7eightgnjnxhgz5seven,7,7eightgnjnxhgz5seven,7,7,7,34839
mlrjnpd7eightgnjnxhgz5seven,8,eightgnjnxhgz5seven,eight,8,7 8,34839
mlrjnpd7eightgnjnxhgz5seven,21,5seven,5,5,7 8 5,34839
mlrjnpd7eightgnjnxhgz5seven,22,seven,seven,7,7 8 5 7,34839
fiveone9,0,fiveone9,five,5,5,34916
fiveone9,4,one9,one,1,5 1,34916
fiveone9,7,9,9,9,5 1 9,34916
two78,0,two78,two,2,2,34975
two78,3,78,7,7,2 7,34975
two78,4,8,8,8,2 7 8,34975
9683klkrcvjz,0,9683klkrcvjz,9,9,9,35003
9683klkrcvjz,1,683klkrcvjz,6,6,9 6,35003
9683klkrcvjz,2,83klkrcvjz,8,8,9 6 8,35003
9683klkrcvjz,3,3klkrcvjz,3,3,9 6 8 3,35003
nineplcvqlvrninenine95,0,nineplcvqlvrninenine95,nine,9,9,35096
nineplcvqlvrninenine95,12,ninenine95,nine,9,9 9,35096
nineplcvqlvrninenine95,16,nine95,nine,9,9 9 9,35096
nineplcvqlvrninenine95,20,95,9,9,9 9 9 9,35096
nineplcvqlvrninenine95,21,5,5,5,9 9 9 9 5,35096
148hzeightwor,0,148hzeightwor,1,1,1,35191
148hzeightwor,1,48hzeightwor,4,4,1 4,35191
148hzeightwor,2,8hzeightwor,8,8,1 4 8,35191
148hzeightwor,5,eightwor,eight,8,1 4 8 8,35191
ns6fivemzqp6,2,6fivemzqp6,6,6,6,35209
